date,team,goals_for,goals_against,win,goal_diff
2025-11-15,Tanzania,3.0,4.0,0,-1.0
2025-12-23,Tanzania,1.0,2.0,0,-1.0
2025-12-27,Tanzania,1.0,1.0,0,0.0
2025-12-30,Tanzania,1.0,1.0,0,0.0
2026-01-04,Tanzania,0.0,1.0,0,-1.0
2026-03-26,Tanzania,0.0,1.0,0,-1.0
2026-03-29,Tanzania,6.0,0.0,1,6.0
2025-03-21,Thailand,2.0,0.0,1,2.0
2025-03-25,Thailand,1.0,0.0,1,1.0
2025-06-04,Thailand,2.0,0.0,1,2.0
2025-06-10,Thailand,1.0,3.0,0,-2.0
2025-09-04,Thailand,3.0,0.0,1,3.0
2025-09-07,Thailand,0.0,1.0,0,-1.0
2025-10-09,Thailand,2.0,0.0,1,2.0
2025-10-14,Thailand,6.0,1.0,1,5.0
2025-11-13,Thailand,3.0,2.0,1,1.0
2025-11-18,Thailand,4.0,0.0,1,4.0
2006-11-21,Tibet,0.0,10.0,0,-10.0
2007-11-02,Tibet,0.0,3.0,0,-3.0
2018-05-31,Tibet,0.0,3.0,0,-3.0
2018-06-02,Tibet,1.0,3.0,0,-2.0
2018-06-03,Tibet,1.0,5.0,0,-4.0
2018-06-07,Tibet,1.0,8.0,0,-7.0
2018-06-09,Tibet,1.0,1.0,0,0.0
2022-08-07,Tibet,3.0,3.0,0,0.0
2023-08-05,Tibet,4.0,5.0,0,-1.0
2023-08-06,Tibet,1.0,3.0,0,-2.0
2023-06-17,Ticino,1.0,8.0,0,-7.0
2023-08-06,Ticino,1.0,5.0,0,-4.0
2024-12-08,Timor-Leste,0.0,10.0,0,-10.0
2024-12-11,Timor-Leste,2.0,3.0,0,-1.0
2024-12-14,Timor-Leste,0.0,3.0,0,-3.0
2024-12-17,Timor-Leste,1.0,2.0,0,-1.0
2025-03-20,Timor-Leste,0.0,4.0,0,-4.0
2025-03-25,Timor-Leste,0.0,1.0,0,-1.0
2025-06-10,Timor-Leste,1.0,0.0,1,1.0
2025-10-09,Timor-Leste,1.0,4.0,0,-3.0
2025-10-14,Timor-Leste,1.0,3.0,0,-2.0
2025-11-18,Timor-Leste,0.0,5.0,0,-5.0
2024-11-13,Togo,0.0,1.0,0,-1.0
2024-11-17,Togo,3.0,0.0,1,3.0
2025-03-22,Togo,2.0,2.0,0,0.0
2025-03-25,Togo,0.0,2.0,0,-2.0
2025-09-05,Togo,0.0,2.0,0,-2.0
2025-09-09,Togo,1.0,0.0,1,1.0
2025-10-10,Togo,0.0,1.0,0,-1.0
2025-10-13,Togo,0.0,0.0,0,0.0
2026-03-27,Togo,2.0,2.0,0,0.0
2026-03-31,Togo,1.0,0.0,1,1.0
2019-07-15,Tonga,0.0,14.0,0,-14.0
2019-07-18,Tonga,0.0,8.0,0,-8.0
2023-11-18,Tonga,0.0,7.0,0,-7.0
2023-11-21,Tonga,1.0,2.0,0,-1.0
2023-11-27,Tonga,0.0,4.0,0,-4.0
2023-11-30,Tonga,6.0,2.0,1,4.0
2024-03-20,Tonga,1.0,4.0,0,-3.0
2024-03-26,Tonga,0.0,1.0,0,-1.0
2024-09-06,Tonga,3.0,1.0,1,2.0
2024-09-09,Tonga,1.0,2.0,0,-1.0
2025-06-22,Trinidad and Tobago,1.0,1.0,0,0.0
2025-09-05,Trinidad and Tobago,0.0,0.0,0,0.0
2025-09-09,Trinidad and Tobago,0.0,2.0,0,-2.0
2025-10-10,Trinidad and Tobago,3.0,0.0,1,3.0
2025-10-14,Trinidad and Tobago,1.0,1.0,0,0.0
2025-11-13,Trinidad and Tobago,1.0,1.0,0,0.0
2025-11-18,Trinidad and Tobago,2.0,2.0,0,0.0
2026-03-15,Trinidad and Tobago,0.0,3.0,0,-3.0
2026-03-27,Trinidad and Tobago,1.0,4.0,0,-3.0
2026-03-30,Trinidad and Tobago,2.0,2.0,0,0.0
2025-11-18,Tunisia,1.0,1.0,0,0.0
2025-12-01,Tunisia,0.0,1.0,0,-1.0
2025-12-04,Tunisia,2.0,2.0,0,0.0
2025-12-07,Tunisia,3.0,0.0,1,3.0
2025-12-23,Tunisia,3.0,1.0,1,2.0
2025-12-27,Tunisia,2.0,3.0,0,-1.0
2025-12-30,Tunisia,1.0,1.0,0,0.0
2026-01-03,Tunisia,1.0,1.0,0,0.0
2026-03-28,Tunisia,1.0,0.0,1,1.0
2026-03-31,Tunisia,0.0,0.0,0,0.0
2025-06-07,Turkey,2.0,1.0,1,1.0
2025-06-10,Turkey,0.0,1.0,0,-1.0
2025-09-04,Turkey,3.0,2.0,1,1.0
2025-09-07,Turkey,0.0,6.0,0,-6.0
2025-10-11,Turkey,6.0,1.0,1,5.0
2025-10-14,Turkey,4.0,1.0,1,3.0
2025-11-15,Turkey,2.0,0.0,1,2.0
2025-11-18,Turkey,2.0,2.0,0,0.0
2026-03-26,Turkey,1.0,0.0,1,1.0
2026-03-31,Turkey,1.0,0.0,1,1.0
2024-03-21,Turkmenistan,0.0,5.0,0,-5.0
2024-03-26,Turkmenistan,0.0,1.0,0,-1.0
2024-06-01,Turkmenistan,5.0,0.0,1,5.0
2024-06-06,Turkmenistan,1.0,3.0,0,-2.0
2024-06-11,Turkmenistan,0.0,0.0,0,0.0
2025-03-25,Turkmenistan,2.0,1.0,1,1.0
2025-06-10,Turkmenistan,3.0,1.0,1,2.0
2025-10-09,Turkmenistan,0.0,1.0,0,-1.0
2025-10-14,Turkmenistan,2.0,1.0,1,1.0
2025-11-18,Turkmenistan,3.0,1.0,1,2.0
2023-10-16,Turks and Caicos Islands,2.0,2.0,0,0.0
2023-11-20,Turks and Caicos Islands,0.0,2.0,0,-2.0
2024-03-22,Turks and Caicos Islands,0.0,0.0,0,0.0
2024-03-26,Turks and Caicos Islands,1.0,1.0,0,0.0
2024-09-04,Turks and Caicos Islands,0.0,2.0,0,-2.0
2024-09-07,Turks and Caicos Islands,0.0,4.0,0,-4.0
2024-10-12,Turks and Caicos Islands,2.0,1.0,1,1.0
2024-10-15,Turks and Caicos Islands,0.0,3.0,0,-3.0
2025-08-13,Turks and Caicos Islands,1.0,1.0,0,0.0
2025-08-16,Turks and Caicos Islands,3.0,2.0,1,1.0
2018-06-07,Tuvalu,3.0,4.0,0,-1.0
2019-07-08,Tuvalu,0.0,13.0,0,-13.0
2019-07-10,Tuvalu,0.0,7.0,0,-7.0
2019-07-12,Tuvalu,1.0,1.0,0,0.0
2019-07-15,Tuvalu,1.0,10.0,0,-9.0
2019-07-18,Tuvalu,0.0,11.0,0,-11.0
2023-11-17,Tuvalu,0.0,3.0,0,-3.0
2023-11-20,Tuvalu,0.0,6.0,0,-6.0
2023-11-27,Tuvalu,4.0,0.0,1,4.0
2023-11-30,Tuvalu,4.0,1.0,1,3.0
2010-05-31,Two Sicilies,1.0,4.0,0,-3.0
2010-06-01,Two Sicilies,1.0,0.0,1,1.0
2010-06-04,Two Sicilies,0.0,2.0,0,-2.0
2010-06-05,Two Sicilies,0.0,2.0,0,-2.0
2023-07-01,Two Sicilies,1.0,3.0,0,-2.0
2023-07-02,Two Sicilies,0.0,7.0,0,-7.0
2025-06-09,Uganda,1.0,1.0,0,0.0
2025-09-05,Uganda,4.0,0.0,1,4.0
2025-09-08,Uganda,2.0,0.0,1,2.0
2025-10-09,Uganda,1.0,0.0,1,1.0
2025-10-14,Uganda,1.0,2.0,0,-1.0
2025-11-14,Uganda,2.0,1.0,1,1.0
2025-11-18,Uganda,0.0,4.0,0,-4.0
2025-12-23,Uganda,1.0,3.0,0,-2.0
2025-12-27,Uganda,1.0,1.0,0,0.0
2025-12-30,Uganda,1.0,3.0,0,-2.0
2025-06-07,Ukraine,2.0,4.0,0,-2.0
2025-06-10,Ukraine,2.0,1.0,1,1.0
2025-09-05,Ukraine,0.0,2.0,0,-2.0
2025-09-09,Ukraine,1.0,1.0,0,0.0
2025-10-10,Ukraine,5.0,3.0,1,2.0
2025-10-13,Ukraine,2.0,1.0,1,1.0
2025-11-13,Ukraine,0.0,4.0,0,-4.0
2025-11-16,Ukraine,2.0,0.0,1,2.0
2026-03-26,Ukraine,1.0,3.0,0,-2.0
2026-03-31,Ukraine,1.0,0.0,1,1.0
2025-09-08,United Arab Emirates,1.0,0.0,1,1.0
2025-10-11,United Arab Emirates,2.0,1.0,1,1.0
2025-10-14,United Arab Emirates,1.0,2.0,0,-1.0
2025-11-13,United Arab Emirates,1.0,1.0,0,0.0
2025-11-18,United Arab Emirates,1.0,2.0,0,-1.0
2025-12-03,United Arab Emirates,1.0,2.0,0,-1.0
2025-12-06,United Arab Emirates,1.0,1.0,0,0.0
2025-12-09,United Arab Emirates,3.0,1.0,1,2.0
2025-12-12,United Arab Emirates,1.0,1.0,0,0.0
2025-12-15,United Arab Emirates,0.0,3.0,0,-3.0
2016-06-01,United Koreans in Japan,1.0,1.0,0,0.0
2016-06-03,United Koreans in Japan,1.0,2.0,0,-1.0
2016-06-04,United Koreans in Japan,1.0,1.0,0,0.0
2016-11-26,United Koreans in Japan,9.0,0.0,1,9.0
2018-05-31,United Koreans in Japan,0.0,0.0,0,0.0
2018-06-02,United Koreans in Japan,0.0,0.0,0,0.0
2018-06-03,United Koreans in Japan,1.0,1.0,0,0.0
2018-06-05,United Koreans in Japan,5.0,0.0,1,5.0
2018-06-07,United Koreans in Japan,0.0,2.0,0,-2.0
2018-06-09,United Koreans in Japan,1.0,1.0,0,0.0
2025-07-02,United States,2.0,1.0,1,1.0
2025-07-06,United States,1.0,2.0,0,-1.0
2025-09-06,United States,0.0,2.0,0,-2.0
2025-09-09,United States,2.0,0.0,1,2.0
2025-10-10,United States,1.0,1.0,0,0.0
2025-10-14,United States,2.0,1.0,1,1.0
2025-11-15,United States,2.0,1.0,1,1.0
2025-11-18,United States,5.0,1.0,1,4.0
2026-03-28,United States,2.0,5.0,0,-3.0
2026-03-31,United States,0.0,2.0,0,-2.0
2024-03-22,United States Virgin Islands,1.0,1.0,0,0.0
2024-03-26,United States Virgin Islands,0.0,0.0,0,0.0
2024-09-04,United States Virgin Islands,3.0,3.0,0,0.0
2024-09-10,United States Virgin Islands,0.0,3.0,0,-3.0
2024-10-09,United States Virgin Islands,0.0,5.0,0,-5.0
2024-10-12,United States Virgin Islands,1.0,3.0,0,-2.0
2025-08-13,United States Virgin Islands,1.0,1.0,0,0.0
2025-08-14,United States Virgin Islands,4.0,0.0,1,4.0
2026-03-25,United States Virgin Islands,5.0,2.0,1,3.0
2026-03-28,United States Virgin Islands,0.0,2.0,0,-2.0
2025-06-05,Uruguay,0.0,2.0,0,-2.0
2025-06-10,Uruguay,2.0,0.0,1,2.0
2025-09-04,Uruguay,3.0,0.0,1,3.0
2025-09-09,Uruguay,0.0,0.0,0,0.0
2025-10-10,Uruguay,1.0,0.0,1,1.0
2025-10-13,Uruguay,2.0,1.0,1,1.0
2025-11-15,Uruguay,0.0,0.0,0,0.0
2025-11-18,Uruguay,1.0,5.0,0,-4.0
2026-03-27,Uruguay,1.0,1.0,0,0.0
2026-03-31,Uruguay,0.0,0.0,0,0.0
2025-03-25,Uzbekistan,2.0,2.0,0,0.0
2025-06-05,Uzbekistan,0.0,0.0,0,0.0
2025-06-10,Uzbekistan,3.0,0.0,1,3.0
2025-10-10,Uzbekistan,2.0,0.0,1,2.0
2025-10-13,Uzbekistan,1.0,2.0,0,-1.0
2025-11-14,Uzbekistan,2.0,0.0,1,2.0
2025-11-18,Uzbekistan,0.0,0.0,0,0.0
2026-01-26,Uzbekistan,2.0,2.0,0,0.0
2026-03-27,Uzbekistan,3.0,1.0,1,2.0
2026-03-30,Uzbekistan,0.0,0.0,0,0.0
2024-06-30,Vanuatu,0.0,3.0,0,-3.0
2024-10-12,Vanuatu,4.0,1.0,1,3.0
2024-11-15,Vanuatu,1.0,8.0,0,-7.0
2024-11-18,Vanuatu,0.0,2.0,0,-2.0
2024-12-09,Vanuatu,1.0,4.0,0,-3.0
2024-12-12,Vanuatu,1.0,1.0,0,0.0
2024-12-21,Vanuatu,1.0,2.0,0,-1.0
2025-11-17,Vanuatu,2.0,0.0,1,2.0
2025-11-20,Vanuatu,2.0,1.0,1,1.0
2025-11-23,Vanuatu,2.0,2.0,0,0.0
2002-11-23,Vatican City,0.0,0.0,0,0.0
2011-05-07,Vatican City,1.0,2.0,0,-1.0
2011-06-12,Vatican City,1.0,9.0,0,-8.0
2013-06-22,Vatican City,0.0,2.0,0,-2.0
2014-05-10,Vatican City,0.0,2.0,0,-2.0
2017-04-29,Vatican City,0.0,0.0,0,0.0
2019-03-23,Vatican City,2.0,2.0,0,0.0
2025-03-25,Venezuela,1.0,0.0,1,1.0
2025-06-06,Venezuela,2.0,0.0,1,2.0
2025-06-10,Venezuela,0.0,2.0,0,-2.0
2025-09-04,Venezuela,0.0,3.0,0,-3.0
2025-09-09,Venezuela,3.0,6.0,0,-3.0
2025-10-10,Venezuela,0.0,1.0,0,-1.0
2025-11-14,Venezuela,1.0,0.0,1,1.0
2025-11-18,Venezuela,0.0,2.0,0,-2.0
2026-03-27,Venezuela,4.0,1.0,1,3.0
2026-03-30,Venezuela,0.0,0.0,0,0.0
2024-12-29,Vietnam,3.0,1.0,1,2.0
2025-01-02,Vietnam,2.0,1.0,1,1.0
2025-01-05,Vietnam,3.0,2.0,1,1.0
2025-03-19,Vietnam,2.0,1.0,1,1.0
2025-03-25,Vietnam,5.0,0.0,1,5.0
2025-06-10,Vietnam,0.0,4.0,0,-4.0
2025-10-09,Vietnam,3.0,1.0,1,2.0
2025-10-14,Vietnam,1.0,0.0,1,1.0
2025-11-19,Vietnam,2.0,0.0,1,2.0
2026-03-26,Vietnam,3.0,0.0,1,3.0
1974-11-05,Vietnam Republic,1.0,0.0,1,1.0
1974-11-07,Vietnam Republic,1.0,1.0,0,0.0
1974-11-09,Vietnam Republic,3.0,2.0,1,1.0
1974-12-11,Vietnam Republic,2.0,3.0,0,-1.0
1974-12-15,Vietnam Republic,2.0,2.0,0,0.0
1974-12-16,Vietnam Republic,0.0,2.0,0,-2.0
1975-03-17,Vietnam Republic,1.0,2.0,0,-1.0
1975-03-19,Vietnam Republic,0.0,1.0,0,-1.0
1975-03-21,Vietnam Republic,0.0,4.0,0,-4.0
1975-03-23,Vietnam Republic,0.0,3.0,0,-3.0
2025-06-06,Wales,3.0,0.0,1,3.0
2025-06-09,Wales,3.0,4.0,0,-1.0
2025-09-04,Wales,1.0,0.0,1,1.0
2025-09-09,Wales,0.0,1.0,0,-1.0
2025-10-09,Wales,0.0,3.0,0,-3.0
2025-10-13,Wales,2.0,4.0,0,-2.0
2025-11-15,Wales,1.0,0.0,1,1.0
2025-11-18,Wales,7.0,1.0,1,6.0
2026-03-26,Wales,1.0,1.0,0,0.0
2026-03-31,Wales,1.0,1.0,0,0.0
1987-12-17,Wallis Islands and Futuna,0.0,2.0,0,-2.0
1991-09-10,Wallis Islands and Futuna,0.0,4.0,0,-4.0
1991-09-11,Wallis Islands and Futuna,0.0,5.0,0,-5.0
1991-09-15,Wallis Islands and Futuna,0.0,5.0,0,-5.0
1991-09-17,Wallis Islands and Futuna,0.0,5.0,0,-5.0
1991-09-18,Wallis Islands and Futuna,5.0,0.0,1,5.0
1995-08-16,Wallis Islands and Futuna,1.0,12.0,0,-11.0
1995-08-17,Wallis Islands and Futuna,0.0,13.0,0,-13.0
1995-08-19,Wallis Islands and Futuna,1.0,2.0,0,-1.0
1995-08-20,Wallis Islands and Futuna,0.0,10.0,0,-10.0
2022-11-13,West Papua,1.0,1.0,0,0.0
2018-06-02,Western Armenia,1.0,0.0,1,1.0
2018-06-03,Western Armenia,4.0,0.0,1,4.0
2018-06-05,Western Armenia,0.0,4.0,0,-4.0
2018-06-07,Western Armenia,0.0,4.0,0,-4.0
2018-06-09,Western Armenia,7.0,0.0,1,7.0
2019-06-02,Western Armenia,1.0,2.0,0,-1.0
2019-06-03,Western Armenia,5.0,0.0,1,5.0
2019-06-04,Western Armenia,1.0,1.0,0,0.0
2019-06-06,Western Armenia,1.0,1.0,0,0.0
2019-06-09,Western Armenia,0.0,1.0,0,-1.0
1970-08-01,Western Australia,0.0,1.0,0,-1.0
1970-08-03,Western Australia,3.0,1.0,1,2.0
1970-08-05,Western Australia,0.0,2.0,0,-2.0
1970-08-07,Western Australia,1.0,4.0,0,-3.0
1970-08-09,Western Australia,3.0,1.0,1,2.0
1970-08-12,Western Australia,0.0,2.0,0,-2.0
1971-06-06,Western Australia,2.0,2.0,0,0.0
1971-06-09,Western Australia,2.0,3.0,0,-1.0
1980-11-16,Western Australia,2.0,0.0,1,2.0
1980-11-25,Western Australia,1.0,1.0,0,0.0
2019-06-16,Western Isles,1.0,2.0,0,-1.0
2019-06-17,Western Isles,0.0,7.0,0,-7.0
2019-06-18,Western Isles,1.0,2.0,0,-1.0
2019-06-20,Western Isles,2.0,1.0,1,1.0
2023-07-09,Western Isles,0.0,1.0,0,-1.0
2023-07-10,Western Isles,0.0,1.0,0,-1.0
2023-07-11,Western Isles,2.0,0.0,1,2.0
2023-07-13,Western Isles,2.0,1.0,1,1.0
2025-07-14,Western Isles,0.0,1.0,0,-1.0
2025-07-17,Western Isles,3.0,3.0,0,0.0
2012-06-04,Western Sahara,0.0,6.0,0,-6.0
2012-06-05,Western Sahara,2.0,6.0,0,-4.0
2012-06-07,Western Sahara,5.0,1.0,1,4.0
2012-06-08,Western Sahara,3.0,0.0,1,3.0
2012-06-09,Western Sahara,1.0,3.0,0,-2.0
2024-11-19,Yemen,2.0,0.0,1,2.0
2024-12-22,Yemen,0.0,1.0,0,-1.0
2024-12-25,Yemen,2.0,3.0,0,-1.0
2024-12-28,Yemen,2.0,1.0,1,1.0
2025-03-25,Yemen,0.0,0.0,0,0.0
2025-06-10,Yemen,0.0,0.0,0,0.0
2025-10-09,Yemen,2.0,0.0,1,2.0
2025-10-14,Yemen,9.0,0.0,1,9.0
2025-11-18,Yemen,7.0,1.0,1,6.0
2025-11-26,Yemen,4.0,4.0,0,0.0
1981-05-17,Yemen DPR,1.0,1.0,0,0.0
1985-03-29,Yemen DPR,1.0,4.0,0,-3.0
1985-04-12,Yemen DPR,3.0,3.0,0,0.0
1988-02-25,Yemen DPR,1.0,4.0,0,-3.0
1988-06-17,Yemen DPR,0.0,1.0,0,-1.0
1988-06-19,Yemen DPR,1.0,1.0,0,0.0
1988-06-22,Yemen DPR,0.0,2.0,0,-2.0
1989-11-01,Yemen DPR,0.0,2.0,0,-2.0
1989-11-03,Yemen DPR,2.0,6.0,0,-4.0
1989-11-05,Yemen DPR,1.0,0.0,1,1.0
2019-06-17,Ynys Môn,3.0,1.0,1,2.0
2019-06-18,Ynys Môn,1.0,0.0,1,1.0
2019-06-20,Ynys Môn,2.0,1.0,1,1.0
2019-06-21,Ynys Môn,2.0,1.0,1,1.0
2023-07-09,Ynys Môn,2.0,0.0,1,2.0
2023-07-10,Ynys Môn,5.0,1.0,1,4.0
2023-07-11,Ynys Môn,2.0,1.0,1,1.0
2023-07-14,Ynys Môn,2.0,5.0,0,-3.0
2025-07-14,Ynys Môn,1.0,0.0,1,1.0
2025-07-17,Ynys Môn,1.0,0.0,1,1.0
2018-01-28,Yorkshire,1.0,1.0,0,0.0
2018-03-25,Yorkshire,6.0,0.0,1,6.0
2018-04-15,Yorkshire,7.0,2.0,1,5.0
2018-10-21,Yorkshire,1.0,2.0,0,-1.0
2018-11-18,Yorkshire,5.0,4.0,1,1.0
2019-05-04,Yorkshire,6.0,2.0,1,4.0
2019-06-01,Yorkshire,1.0,0.0,1,1.0
2022-05-21,Yoruba Nation,1.0,1.0,0,0.0
2022-05-23,Yoruba Nation,0.0,1.0,0,-1.0
1991-02-27,Yugoslavia,1.0,1.0,0,0.0
1991-03-27,Yugoslavia,4.0,1.0,1,3.0
1991-05-01,Yugoslavia,1.0,2.0,0,-1.0
1991-05-16,Yugoslavia,7.0,0.0,1,7.0
1991-08-08,Yugoslavia,0.0,0.0,0,0.0
1991-09-04,Yugoslavia,3.0,4.0,0,-1.0
1991-10-16,Yugoslavia,2.0,0.0,1,2.0
1991-10-30,Yugoslavia,1.0,3.0,0,-2.0
1991-11-13,Yugoslavia,2.0,0.0,1,2.0
1992-03-25,Yugoslavia,0.0,2.0,0,-2.0
2025-03-25,Zambia,0.0,5.0,0,-5.0
2025-09-08,Zambia,0.0,2.0,0,-2.0
2025-10-08,Zambia,1.0,0.0,1,1.0
2025-10-12,Zambia,0.0,1.0,0,-1.0
2025-11-15,Zambia,1.0,3.0,0,-2.0
2025-11-18,Zambia,2.0,3.0,0,-1.0
2025-12-22,Zambia,1.0,1.0,0,0.0
2025-12-26,Zambia,0.0,0.0,0,0.0
2025-12-29,Zambia,0.0,3.0,0,-3.0
2026-03-31,Zambia,0.0,5.0,0,-5.0
2017-12-05,Zanzibar,3.0,1.0,1,2.0
2017-12-07,Zanzibar,2.0,1.0,1,1.0
2017-12-09,Zanzibar,0.0,0.0,0,0.0
2017-12-11,Zanzibar,0.0,1.0,0,-1.0
2017-12-15,Zanzibar,2.0,1.0,1,1.0
2017-12-17,Zanzibar,2.0,2.0,0,0.0
2025-01-03,Zanzibar,1.0,0.0,1,1.0
2025-01-06,Zanzibar,0.0,1.0,0,-1.0
2025-01-10,Zanzibar,1.0,0.0,1,1.0
2025-01-13,Zanzibar,2.0,1.0,1,1.0
2025-09-05,Zimbabwe,0.0,1.0,0,-1.0
2025-09-09,Zimbabwe,0.0,1.0,0,-1.0
2025-10-10,Zimbabwe,0.0,0.0,0,0.0
2025-10-13,Zimbabwe,0.0,1.0,0,-1.0
2025-11-13,Zimbabwe,1.0,3.0,0,-2.0
2025-11-17,Zimbabwe,2.0,1.0,1,1.0
2025-12-22,Zimbabwe,1.0,2.0,0,-1.0
2025-12-26,Zimbabwe,1.0,1.0,0,0.0
2025-12-29,Zimbabwe,2.0,3.0,0,-1.0
2026-03-28,Zimbabwe,3.0,0.0,1,3.0
2015-06-30,Åland Islands,1.0,3.0,0,-2.0
2015-07-02,Åland Islands,0.0,0.0,0,0.0
2017-06-25,Åland Islands,1.0,1.0,0,0.0
2017-06-26,Åland Islands,0.0,0.0,0,0.0
2017-06-27,Åland Islands,2.0,1.0,1,1.0
2017-06-29,Åland Islands,2.0,0.0,1,2.0
2023-07-09,Åland Islands,0.0,2.0,0,-2.0
2023-07-10,Åland Islands,1.0,4.0,0,-3.0
2023-07-11,Åland Islands,0.0,2.0,0,-2.0
2023-07-13,Åland Islands,1.0,1.0,0,0.0
