date,team,goals_for,goals_against,win,goal_diff
2025-06-06,Central African Republic,2.0,1.0,1,1.0
2025-09-04,Central African Republic,0.0,2.0,0,-2.0
2025-09-07,Central African Republic,0.0,2.0,0,-2.0
2025-10-08,Central African Republic,0.0,5.0,0,-5.0
2025-10-12,Central African Republic,3.0,2.0,1,1.0
1922-11-19,Central Spain,1.0,4.0,0,-3.0
1923-11-25,Central Spain,1.0,0.0,1,1.0
2025-03-21,Chad,0.0,5.0,0,-5.0
2025-03-25,Chad,0.0,1.0,0,-1.0
2025-06-07,Chad,0.0,0.0,0,0.0
2025-06-10,Chad,1.0,2.0,0,-1.0
2025-09-04,Chad,1.0,1.0,0,0.0
2025-09-08,Chad,1.0,3.0,0,-2.0
2025-10-08,Chad,0.0,2.0,0,-2.0
2025-10-12,Chad,2.0,3.0,0,-1.0
2025-11-14,Chad,1.0,2.0,0,-1.0
2025-11-17,Chad,2.0,2.0,0,0.0
2016-05-30,Chagos Islands,0.0,12.0,0,-12.0
2016-06-02,Chagos Islands,2.0,3.0,0,-1.0
2016-06-03,Chagos Islands,3.0,3.0,0,0.0
2016-08-26,Chagos Islands,3.0,2.0,1,1.0
2016-08-28,Chagos Islands,1.0,5.0,0,-4.0
2018-03-25,Chagos Islands,0.0,6.0,0,-6.0
2018-04-08,Chagos Islands,1.0,4.0,0,-3.0
2019-05-25,Chagos Islands,3.0,6.0,0,-3.0
2019-06-02,Chagos Islands,2.0,9.0,0,-7.0
2019-12-29,Chagos Islands,0.0,6.0,0,-6.0
2019-06-02,Chameria,1.0,3.0,0,-2.0
2019-06-03,Chameria,4.0,1.0,1,3.0
2019-06-04,Chameria,4.0,0.0,1,4.0
2019-06-06,Chameria,0.0,0.0,0,0.0
2019-06-08,Chameria,0.0,0.0,0,0.0
2023-06-30,Chameria,2.0,3.0,0,-1.0
2023-07-01,Chameria,3.0,1.0,1,2.0
2005-05-03,Chechnya,0.0,14.0,0,-14.0
2005-06-23,Chechnya,2.0,2.0,0,0.0
2006-02-18,Chechnya,1.0,13.0,0,-12.0
2025-03-25,Chile,0.0,0.0,0,0.0
2025-06-05,Chile,0.0,1.0,0,-1.0
2025-06-10,Chile,0.0,2.0,0,-2.0
2025-09-04,Chile,0.0,3.0,0,-3.0
2025-09-09,Chile,0.0,0.0,0,0.0
2025-10-10,Chile,2.0,1.0,1,1.0
2025-11-15,Chile,2.0,0.0,1,2.0
2025-11-18,Chile,2.0,1.0,1,1.0
2026-03-27,Chile,4.0,2.0,1,2.0
2026-03-30,Chile,1.0,4.0,0,-3.0
2024-10-15,China PR,2.0,1.0,1,1.0
2024-11-14,China PR,1.0,0.0,1,1.0
2024-11-19,China PR,1.0,3.0,0,-2.0
2025-03-20,China PR,0.0,1.0,0,-1.0
2025-03-25,China PR,0.0,2.0,0,-2.0
2025-06-05,China PR,0.0,1.0,0,-1.0
2025-06-10,China PR,1.0,0.0,1,1.0
2026-01-26,China PR,2.0,2.0,0,0.0
2026-03-27,China PR,2.0,0.0,1,2.0
2026-03-31,China PR,0.0,2.0,0,-2.0
2011-12-29,Cilento,0.0,2.0,0,-2.0
2025-06-06,Colombia,0.0,0.0,0,0.0
2025-06-10,Colombia,1.0,1.0,0,0.0
2025-09-04,Colombia,3.0,0.0,1,3.0
2025-09-09,Colombia,6.0,3.0,1,3.0
2025-10-11,Colombia,4.0,0.0,1,4.0
2025-10-14,Colombia,0.0,0.0,0,0.0
2025-11-15,Colombia,2.0,1.0,1,1.0
2025-11-18,Colombia,3.0,0.0,1,3.0
2026-03-26,Colombia,1.0,2.0,0,-1.0
2026-03-29,Colombia,1.0,3.0,0,-2.0
2025-11-17,Comoros,4.0,0.0,1,4.0
2025-11-26,Comoros,4.0,4.0,0,0.0
2025-12-02,Comoros,1.0,3.0,0,-2.0
2025-12-05,Comoros,1.0,3.0,0,-2.0
2025-12-08,Comoros,1.0,2.0,0,-1.0
2025-12-21,Comoros,0.0,2.0,0,-2.0
2025-12-26,Comoros,0.0,0.0,0,0.0
2025-12-29,Comoros,0.0,0.0,0,0.0
2026-03-28,Comoros,0.0,0.0,0,0.0
2026-03-31,Comoros,0.0,1.0,0,-1.0
2024-06-11,Congo,0.0,6.0,0,-6.0
2024-09-05,Congo,1.0,0.0,1,1.0
2024-09-09,Congo,0.0,2.0,0,-2.0
2024-10-11,Congo,0.0,5.0,0,-5.0
2024-10-15,Congo,1.0,1.0,0,0.0
2024-11-14,Congo,2.0,3.0,0,-1.0
2024-11-19,Congo,0.0,1.0,0,-1.0
2025-09-05,Congo,1.0,1.0,0,0.0
2025-10-08,Congo,1.0,3.0,0,-2.0
2025-10-14,Congo,0.0,1.0,0,-1.0
2022-03-17,Cook Islands,0.0,2.0,0,-2.0
2023-08-28,Cook Islands,1.0,9.0,0,-8.0
2023-08-31,Cook Islands,0.0,3.0,0,-3.0
2023-11-21,Cook Islands,2.0,1.0,1,1.0
2023-11-24,Cook Islands,0.0,8.0,0,-8.0
2023-11-27,Cook Islands,0.0,3.0,0,-3.0
2023-11-30,Cook Islands,0.0,3.0,0,-3.0
2024-03-23,Cook Islands,0.0,1.0,0,-1.0
2024-03-26,Cook Islands,1.0,0.0,1,1.0
2024-09-06,Cook Islands,1.0,3.0,0,-2.0
1967-02-28,Corsica,2.0,0.0,1,2.0
1998-05-14,Corsica,0.0,1.0,0,-1.0
2009-06-06,Corsica,1.0,1.0,0,0.0
2010-05-19,Corsica,2.0,0.0,1,2.0
2010-05-21,Corsica,1.0,1.0,0,0.0
2011-05-31,Corsica,1.0,0.0,1,1.0
2015-05-29,Corsica,1.0,0.0,1,1.0
2016-05-27,Corsica,1.0,1.0,0,0.0
2017-05-26,Corsica,1.0,1.0,0,0.0
2025-06-22,Costa Rica,0.0,0.0,0,0.0
2025-06-29,Costa Rica,2.0,2.0,0,0.0
2025-09-05,Costa Rica,1.0,1.0,0,0.0
2025-09-09,Costa Rica,3.0,3.0,0,0.0
2025-10-09,Costa Rica,0.0,0.0,0,0.0
2025-10-13,Costa Rica,4.0,1.0,1,3.0
2025-11-13,Costa Rica,0.0,1.0,0,-1.0
2025-11-18,Costa Rica,0.0,0.0,0,0.0
2026-03-27,Costa Rica,2.0,2.0,0,0.0
2026-03-31,Costa Rica,0.0,5.0,0,-5.0
2014-06-02,County of Nice,2.0,4.0,0,-2.0
2014-06-03,County of Nice,1.0,0.0,1,1.0
2014-06-04,County of Nice,2.0,1.0,1,1.0
2014-06-06,County of Nice,3.0,0.0,1,3.0
2014-06-08,County of Nice,0.0,0.0,0,0.0
2015-06-17,County of Nice,3.0,2.0,1,1.0
2015-06-19,County of Nice,4.0,1.0,1,3.0
2015-06-20,County of Nice,3.0,1.0,1,2.0
2015-06-21,County of Nice,1.0,4.0,0,-3.0
2006-11-19,Crimea,0.0,5.0,0,-5.0
2006-11-20,Crimea,1.0,0.0,1,1.0
2006-11-21,Crimea,2.0,1.0,1,1.0
2006-11-23,Crimea,3.0,2.0,1,1.0
2006-11-25,Crimea,1.0,3.0,0,-2.0
2025-06-06,Croatia,7.0,0.0,1,7.0
2025-06-09,Croatia,5.0,1.0,1,4.0
2025-09-05,Croatia,1.0,0.0,1,1.0
2025-09-08,Croatia,4.0,0.0,1,4.0
2025-10-09,Croatia,0.0,0.0,0,0.0
2025-10-12,Croatia,3.0,0.0,1,3.0
2025-11-14,Croatia,3.0,1.0,1,2.0
2025-11-17,Croatia,3.0,2.0,1,1.0
2026-03-26,Croatia,2.0,1.0,1,1.0
2026-03-31,Croatia,1.0,3.0,0,-2.0
2025-03-25,Cuba,0.0,4.0,0,-4.0
2025-06-06,Cuba,1.0,0.0,1,1.0
2025-06-10,Cuba,1.0,2.0,0,-1.0
2025-10-05,Cuba,0.0,7.0,0,-7.0
2025-10-08,Cuba,0.0,1.0,0,-1.0
2025-10-11,Cuba,0.0,2.0,0,-2.0
2025-11-12,Cuba,3.0,0.0,1,3.0
2025-11-15,Cuba,2.0,0.0,1,2.0
2026-03-26,Cuba,2.0,2.0,0,0.0
2026-03-29,Cuba,1.0,1.0,0,0.0
2025-06-21,Curaçao,1.0,1.0,0,0.0
2025-06-24,Curaçao,1.0,2.0,0,-1.0
2025-09-05,Curaçao,0.0,0.0,0,0.0
2025-09-09,Curaçao,3.0,2.0,1,1.0
2025-10-10,Curaçao,2.0,0.0,1,2.0
2025-10-14,Curaçao,1.0,1.0,0,0.0
2025-11-13,Curaçao,7.0,0.0,1,7.0
2025-11-18,Curaçao,0.0,0.0,0,0.0
2026-03-27,Curaçao,0.0,2.0,0,-2.0
2026-03-31,Curaçao,1.0,5.0,0,-4.0
2025-06-06,Cyprus,2.0,2.0,0,0.0
2025-06-10,Cyprus,0.0,2.0,0,-2.0
2025-09-06,Cyprus,0.0,1.0,0,-1.0
2025-09-09,Cyprus,2.0,2.0,0,0.0
2025-10-09,Cyprus,2.0,2.0,0,0.0
2025-10-12,Cyprus,4.0,0.0,1,4.0
2025-11-15,Cyprus,0.0,2.0,0,-2.0
2025-11-18,Cyprus,2.0,4.0,0,-2.0
2026-03-26,Cyprus,0.0,1.0,0,-1.0
2026-03-30,Cyprus,3.0,2.0,1,1.0
2025-06-06,Czech Republic,2.0,0.0,1,2.0
2025-06-09,Czech Republic,1.0,5.0,0,-4.0
2025-09-05,Czech Republic,2.0,0.0,1,2.0
2025-09-08,Czech Republic,1.0,1.0,0,0.0
2025-10-09,Czech Republic,0.0,0.0,0,0.0
2025-10-12,Czech Republic,1.0,2.0,0,-1.0
2025-11-13,Czech Republic,1.0,0.0,1,1.0
2025-11-17,Czech Republic,6.0,0.0,1,6.0
2026-03-26,Czech Republic,2.0,2.0,0,0.0
2026-03-31,Czech Republic,2.0,2.0,0,0.0
1992-09-02,Czechoslovakia,1.0,2.0,0,-1.0
1992-09-23,Czechoslovakia,4.0,0.0,1,4.0
1992-11-14,Czechoslovakia,1.0,1.0,0,0.0
1993-03-24,Czechoslovakia,1.0,1.0,0,0.0
1993-04-28,Czechoslovakia,1.0,1.0,0,0.0
1993-06-02,Czechoslovakia,5.0,2.0,1,3.0
1993-06-16,Czechoslovakia,3.0,0.0,1,3.0
1993-09-08,Czechoslovakia,2.0,2.0,0,0.0
1993-10-27,Czechoslovakia,3.0,0.0,1,3.0
1993-11-17,Czechoslovakia,0.0,0.0,0,0.0
2025-10-10,DR Congo,1.0,0.0,1,1.0
2025-10-14,DR Congo,1.0,0.0,1,1.0
2025-11-13,DR Congo,1.0,0.0,1,1.0
2025-11-16,DR Congo,1.0,1.0,0,0.0
2025-12-23,DR Congo,1.0,0.0,1,1.0
2025-12-27,DR Congo,1.0,1.0,0,0.0
2025-12-30,DR Congo,3.0,0.0,1,3.0
2026-01-06,DR Congo,0.0,1.0,0,-1.0
2026-03-25,DR Congo,2.0,0.0,1,2.0
2026-03-31,DR Congo,1.0,0.0,1,1.0
2012-06-04,Darfur,0.0,15.0,0,-15.0
2012-06-05,Darfur,0.0,18.0,0,-18.0
2012-06-07,Darfur,1.0,5.0,0,-4.0
2014-06-01,Darfur,0.0,20.0,0,-20.0
2014-06-02,Darfur,0.0,19.0,0,-19.0
2014-06-05,Darfur,0.0,12.0,0,-12.0
2014-06-07,Darfur,0.0,10.0,0,-10.0
2025-06-07,Denmark,2.0,1.0,1,1.0
2025-06-10,Denmark,5.0,0.0,1,5.0
2025-09-05,Denmark,0.0,0.0,0,0.0
2025-09-08,Denmark,3.0,0.0,1,3.0
2025-10-09,Denmark,6.0,0.0,1,6.0
2025-10-12,Denmark,3.0,1.0,1,2.0
2025-11-15,Denmark,2.0,2.0,0,0.0
2025-11-18,Denmark,2.0,4.0,0,-2.0
2026-03-26,Denmark,4.0,0.0,1,4.0
2026-03-31,Denmark,2.0,2.0,0,0.0
2024-03-26,Djibouti,0.0,0.0,0,0.0
2024-06-05,Djibouti,1.0,2.0,0,-1.0
2024-06-09,Djibouti,1.0,1.0,0,0.0
2025-03-21,Djibouti,1.0,4.0,0,-3.0
2025-03-24,Djibouti,1.0,6.0,0,-5.0
2025-09-05,Djibouti,0.0,6.0,0,-6.0
2025-09-08,Djibouti,0.0,2.0,0,-2.0
2025-10-08,Djibouti,0.0,3.0,0,-3.0
2025-10-12,Djibouti,1.0,2.0,0,-1.0
2025-11-26,Djibouti,0.0,1.0,0,-1.0
2024-11-16,Dominica,1.0,6.0,0,-5.0
2024-11-19,Dominica,0.0,0.0,0,0.0
2025-05-09,Dominica,0.0,0.0,0,0.0
2025-05-11,Dominica,0.0,0.0,0,0.0
2025-06-04,Dominica,3.0,0.0,1,3.0
2025-06-10,Dominica,0.0,5.0,0,-5.0
2025-11-12,Dominica,1.0,2.0,0,-1.0
2025-11-15,Dominica,2.0,3.0,0,-1.0
2026-03-27,Dominica,0.0,2.0,0,-2.0
2026-03-30,Dominica,0.0,0.0,0,0.0
2025-06-10,Dominican Republic,5.0,0.0,1,5.0
2025-06-14,Dominican Republic,2.0,3.0,0,-1.0
2025-06-18,Dominican Republic,1.0,2.0,0,-1.0
2025-06-22,Dominican Republic,0.0,0.0,0,0.0
2025-09-09,Dominican Republic,0.0,3.0,0,-3.0
2025-10-10,Dominican Republic,0.0,1.0,0,-1.0
2025-11-12,Dominican Republic,2.0,0.0,1,2.0
2025-11-18,Dominican Republic,0.0,0.0,0,0.0
2026-03-26,Dominican Republic,2.0,2.0,0,0.0
2026-03-29,Dominican Republic,1.0,1.0,0,0.0
2015-05-14,Donetsk PR,0.0,1.0,0,-1.0
2015-07-09,Donetsk PR,1.0,3.0,0,-2.0
2015-08-08,Donetsk PR,4.0,1.0,1,3.0
2016-05-21,Donetsk PR,0.0,0.0,0,0.0
2016-08-13,Donetsk PR,1.0,1.0,0,0.0
2017-08-31,Donetsk PR,2.0,1.0,1,1.0
2016-08-01,Délvidék,3.0,1.0,1,2.0
2016-08-03,Délvidék,1.0,2.0,0,-1.0
2025-06-05,Ecuador,0.0,0.0,0,0.0
2025-06-10,Ecuador,0.0,0.0,0,0.0
2025-09-04,Ecuador,0.0,0.0,0,0.0
2025-09-09,Ecuador,1.0,0.0,1,1.0
2025-10-10,Ecuador,1.0,1.0,0,0.0
2025-10-14,Ecuador,1.0,1.0,0,0.0
2025-11-13,Ecuador,0.0,0.0,0,0.0
2025-11-18,Ecuador,2.0,0.0,1,2.0
2026-03-27,Ecuador,1.0,1.0,0,0.0
2026-03-31,Ecuador,1.0,1.0,0,0.0
2025-12-09,Egypt,0.0,3.0,0,-3.0
2025-12-22,Egypt,2.0,1.0,1,1.0
2025-12-26,Egypt,1.0,0.0,1,1.0
2025-12-29,Egypt,0.0,0.0,0,0.0
2026-01-05,Egypt,3.0,1.0,1,2.0
2026-01-10,Egypt,3.0,2.0,1,1.0
2026-01-14,Egypt,0.0,1.0,0,-1.0
2026-01-17,Egypt,0.0,0.0,0,0.0
2026-03-27,Egypt,4.0,0.0,1,4.0
2026-03-31,Egypt,0.0,0.0,0,0.0
2025-06-21,El Salvador,0.0,2.0,0,-2.0
2025-06-24,El Salvador,0.0,2.0,0,-2.0
2025-09-04,El Salvador,1.0,0.0,1,1.0
2025-09-08,El Salvador,1.0,2.0,0,-1.0
2025-10-10,El Salvador,0.0,1.0,0,-1.0
2025-10-14,El Salvador,0.0,1.0,0,-1.0
2025-11-13,El Salvador,0.0,4.0,0,-4.0
2025-11-18,El Salvador,0.0,3.0,0,-3.0
2026-03-26,El Salvador,2.0,2.0,0,0.0
2026-03-29,El Salvador,1.0,0.0,1,1.0
2022-07-16,Elba Island,5.0,0.0,1,5.0
2015-06-21,Ellan Vannin,1.0,1.0,0,0.0
2017-06-05,Ellan Vannin,0.0,1.0,0,-1.0
2017-06-06,Ellan Vannin,1.0,0.0,1,1.0
2017-06-07,Ellan Vannin,2.0,4.0,0,-2.0
2017-06-09,Ellan Vannin,3.0,3.0,0,0.0
2018-01-28,Ellan Vannin,1.0,1.0,0,0.0
2018-04-29,Ellan Vannin,2.0,1.0,1,1.0
2018-05-31,Ellan Vannin,4.0,1.0,1,3.0
2018-06-02,Ellan Vannin,2.0,0.0,1,2.0
2018-06-03,Ellan Vannin,0.0,2.0,0,-2.0
2025-06-07,England,1.0,0.0,1,1.0
2025-06-10,England,1.0,3.0,0,-2.0
2025-09-06,England,2.0,0.0,1,2.0
2025-09-09,England,5.0,0.0,1,5.0
2025-10-09,England,3.0,0.0,1,3.0
2025-10-14,England,5.0,0.0,1,5.0
2025-11-13,England,2.0,0.0,1,2.0
2025-11-16,England,2.0,0.0,1,2.0
2026-03-27,England,1.0,1.0,0,0.0
2026-03-31,England,0.0,1.0,0,-1.0
2025-09-04,Equatorial Guinea,3.0,2.0,1,1.0
2025-09-08,Equatorial Guinea,0.0,1.0,0,-1.0
2025-10-09,Equatorial Guinea,0.0,3.0,0,-3.0
2025-10-13,Equatorial Guinea,1.0,1.0,0,0.0
2025-11-17,Equatorial Guinea,0.0,2.0,0,-2.0
2025-12-24,Equatorial Guinea,1.0,2.0,0,-1.0
2025-12-28,Equatorial Guinea,0.0,1.0,0,-1.0
2025-12-31,Equatorial Guinea,1.0,3.0,0,-2.0
2026-03-25,Equatorial Guinea,1.0,0.0,1,1.0
2026-03-31,Equatorial Guinea,1.0,1.0,0,0.0
2012-11-26,Eritrea,0.0,0.0,0,0.0
2012-11-29,Eritrea,2.0,3.0,0,-1.0
2012-12-01,Eritrea,0.0,2.0,0,-2.0
2013-11-29,Eritrea,0.0,3.0,0,-3.0
2013-12-02,Eritrea,0.0,3.0,0,-3.0
2013-12-05,Eritrea,0.0,1.0,0,-1.0
2015-10-10,Eritrea,0.0,2.0,0,-2.0
2015-10-13,Eritrea,1.0,3.0,0,-2.0
2019-09-04,Eritrea,1.0,2.0,0,-1.0
2019-09-10,Eritrea,0.0,2.0,0,-2.0
2025-06-06,Estonia,1.0,3.0,0,-2.0
2025-06-09,Estonia,0.0,1.0,0,-1.0
2025-09-05,Estonia,0.0,5.0,0,-5.0
2025-09-09,Estonia,0.0,0.0,0,0.0
2025-10-11,Estonia,1.0,3.0,0,-2.0
2025-10-14,Estonia,1.0,1.0,0,0.0
2025-11-13,Estonia,1.0,4.0,0,-3.0
2025-11-18,Estonia,4.0,2.0,1,2.0
2026-03-27,Estonia,1.0,1.0,0,0.0
2026-03-30,Estonia,0.0,2.0,0,-2.0
2024-10-11,Eswatini,1.0,1.0,0,0.0
2024-10-14,Eswatini,0.0,3.0,0,-3.0
2024-11-15,Eswatini,1.0,1.0,0,0.0
2024-11-19,Eswatini,0.0,6.0,0,-6.0
2025-03-19,Eswatini,0.0,0.0,0,0.0
2025-03-23,Eswatini,3.0,3.0,0,0.0
2025-09-04,Eswatini,0.0,3.0,0,-3.0
2025-09-08,Eswatini,0.0,2.0,0,-2.0
2025-10-08,Eswatini,2.0,2.0,0,0.0
2025-10-13,Eswatini,0.0,3.0,0,-3.0
2024-10-12,Ethiopia,1.0,4.0,0,-3.0
2024-10-15,Ethiopia,0.0,3.0,0,-3.0
2024-11-16,Ethiopia,0.0,2.0,0,-2.0
2024-11-19,Ethiopia,2.0,1.0,1,1.0
2025-03-21,Ethiopia,0.0,2.0,0,-2.0
2025-03-24,Ethiopia,6.0,1.0,1,5.0
2025-09-05,Ethiopia,0.0,2.0,0,-2.0
2025-09-09,Ethiopia,0.0,2.0,0,-2.0
2025-10-08,Ethiopia,1.0,0.0,1,1.0
2025-10-12,Ethiopia,1.0,3.0,0,-2.0
2015-06-30,Falkland Islands,0.0,5.0,0,-5.0
2015-07-02,Falkland Islands,1.0,2.0,0,-1.0
2017-06-25,Falkland Islands,0.0,3.0,0,-3.0
2017-06-26,Falkland Islands,2.0,5.0,0,-3.0
2017-06-27,Falkland Islands,1.0,2.0,0,-1.0
2017-06-29,Falkland Islands,0.0,3.0,0,-3.0
2023-07-09,Falkland Islands,0.0,3.0,0,-3.0
2023-07-10,Falkland Islands,1.0,5.0,0,-4.0
2023-07-11,Falkland Islands,1.0,4.0,0,-3.0
2023-07-13,Falkland Islands,1.0,1.0,0,0.0
2025-03-25,Faroe Islands,0.0,1.0,0,-1.0
2025-06-05,Faroe Islands,0.0,1.0,0,-1.0
2025-06-09,Faroe Islands,2.0,1.0,1,1.0
2025-09-05,Faroe Islands,0.0,1.0,0,-1.0
2025-09-08,Faroe Islands,1.0,0.0,1,1.0
2025-10-09,Faroe Islands,4.0,0.0,1,4.0
2025-10-12,Faroe Islands,2.0,1.0,1,1.0
2025-11-14,Faroe Islands,1.0,3.0,0,-2.0
2025-11-18,Faroe Islands,1.0,0.0,1,1.0
2026-03-28,Faroe Islands,2.0,1.0,1,1.0
2015-06-18,Felvidék,3.0,1.0,1,2.0
2015-06-19,Felvidék,1.0,4.0,0,-3.0
2015-06-20,Felvidék,0.0,5.0,0,-5.0
2015-06-21,Felvidék,1.0,1.0,0,0.0
2016-08-01,Felvidék,1.0,1.0,0,0.0
2016-08-03,Felvidék,2.0,1.0,1,1.0
2017-06-05,Felvidék,1.0,0.0,1,1.0
2017-06-06,Felvidék,0.0,1.0,0,-1.0
2017-06-07,Felvidék,0.0,2.0,0,-2.0
2017-06-09,Felvidék,2.0,0.0,1,2.0
2024-11-14,Fiji,3.0,3.0,0,0.0
2024-11-17,Fiji,1.0,1.0,0,0.0
2024-12-12,Fiji,1.0,1.0,0,0.0
2024-12-15,Fiji,1.0,1.0,0,0.0
2024-12-21,Fiji,3.0,1.0,1,2.0
2025-03-21,Fiji,0.0,7.0,0,-7.0
2025-09-04,Fiji,0.0,3.0,0,-3.0
2025-09-07,Fiji,0.0,8.0,0,-8.0
2025-11-17,Fiji,0.0,2.0,0,-2.0
2025-11-20,Fiji,0.0,2.0,0,-2.0
2025-06-07,Finland,0.0,2.0,0,-2.0
2025-06-10,Finland,2.0,1.0,1,1.0
2025-09-04,Finland,0.0,1.0,0,-1.0
2025-09-07,Finland,1.0,3.0,0,-2.0
2025-10-09,Finland,2.0,1.0,1,1.0
2025-10-12,Finland,0.0,4.0,0,-4.0
2025-11-14,Finland,0.0,1.0,0,-1.0
2025-11-17,Finland,4.0,0.0,1,4.0
2026-03-27,Finland,2.0,0.0,1,2.0
2026-03-30,Finland,1.0,1.0,0,0.0
2025-06-05,France,4.0,5.0,0,-1.0
2025-06-08,France,2.0,0.0,1,2.0
2025-09-05,France,2.0,0.0,1,2.0
2025-09-09,France,2.0,1.0,1,1.0
2025-10-10,France,3.0,0.0,1,3.0
2025-10-13,France,2.0,2.0,0,0.0
2025-11-13,France,4.0,0.0,1,4.0
2025-11-16,France,3.0,1.0,1,2.0
2026-03-26,France,2.0,1.0,1,1.0
2026-03-29,France,3.0,1.0,1,2.0
2014-05-29,Franconia,4.0,2.0,1,2.0
2015-09-06,Franconia,0.0,6.0,0,-6.0
2019-06-25,Franconia,4.0,3.0,1,1.0
2023-10-13,French Guiana,4.0,1.0,1,3.0
2023-10-16,French Guiana,3.0,2.0,1,1.0
2023-11-17,French Guiana,0.0,1.0,0,-1.0
2023-11-21,French Guiana,3.0,0.0,1,3.0
2024-09-06,French Guiana,0.0,1.0,0,-1.0
2024-09-10,French Guiana,0.0,0.0,0,0.0
2024-10-10,French Guiana,2.0,3.0,0,-1.0
2024-10-14,French Guiana,2.0,3.0,0,-1.0
2024-11-14,French Guiana,1.0,2.0,0,-1.0
2024-11-19,French Guiana,2.0,2.0,0,0.0
2017-06-26,Frøya,2.0,2.0,0,0.0
2017-06-27,Frøya,2.0,4.0,0,-2.0
2017-06-29,Frøya,2.0,4.0,0,-2.0
2023-07-10,Frøya,0.0,2.0,0,-2.0
2023-07-11,Frøya,2.0,3.0,0,-1.0
2023-07-13,Frøya,4.0,2.0,1,2.0
2025-07-13,Frøya,0.0,3.0,0,-3.0
2025-07-14,Frøya,1.0,10.0,0,-9.0
2025-07-15,Frøya,0.0,6.0,0,-6.0
2025-07-17,Frøya,0.0,3.0,0,-3.0
2025-09-03,Gabon,4.0,0.0,1,4.0
2025-09-09,Gabon,0.0,0.0,0,0.0
2025-10-10,Gabon,4.0,3.0,1,1.0
2025-10-14,Gabon,2.0,0.0,1,2.0
2025-11-13,Gabon,1.0,4.0,0,-3.0
2025-12-24,Gabon,0.0,1.0,0,-1.0
2025-12-28,Gabon,2.0,3.0,0,-1.0
2025-12-31,Gabon,2.0,3.0,0,-1.0
2026-03-27,Gabon,1.0,3.0,0,-2.0
2026-03-30,Gabon,2.0,2.0,0,0.0
1922-11-19,Galicia,4.0,1.0,1,3.0
1923-01-14,Galicia,4.0,1.0,1,3.0
1923-02-25,Galicia,1.0,3.0,0,-2.0
1923-11-25,Galicia,0.0,1.0,0,-1.0
2005-12-25,Galicia,3.0,2.0,1,1.0
2006-12-28,Galicia,1.0,1.0,0,0.0
2007-12-27,Galicia,1.0,1.0,0,0.0
2008-12-27,Galicia,3.0,2.0,1,1.0
2013-12-28,Galicia,1.0,7.0,0,-6.0
2016-05-20,Galicia,1.0,1.0,0,0.0
2025-03-20,Gambia,3.0,3.0,0,0.0
2025-03-24,Gambia,0.0,1.0,0,-1.0
2025-06-06,Gambia,2.0,1.0,1,1.0
2025-06-09,Gambia,1.0,1.0,0,0.0
2025-09-05,Gambia,3.0,1.0,1,2.0
2025-09-09,Gambia,2.0,0.0,1,2.0
2025-10-10,Gambia,3.0,4.0,0,-1.0
2025-10-14,Gambia,7.0,0.0,1,7.0
2025-11-18,Gambia,2.0,2.0,0,0.0
2026-03-31,Gambia,1.0,3.0,0,-2.0
2025-06-05,Georgia,1.0,0.0,1,1.0
2025-06-08,Georgia,1.0,1.0,0,0.0
2025-09-04,Georgia,2.0,3.0,0,-1.0
2025-09-07,Georgia,3.0,0.0,1,3.0
2025-10-11,Georgia,0.0,2.0,0,-2.0
2025-10-14,Georgia,1.0,4.0,0,-3.0
2025-11-15,Georgia,0.0,4.0,0,-4.0
2025-11-18,Georgia,1.0,2.0,0,-1.0
2026-03-26,Georgia,2.0,2.0,0,0.0
2026-03-29,Georgia,2.0,0.0,1,2.0
1989-10-08,German DR,2.0,1.0,1,1.0
1989-10-25,German DR,4.0,0.0,1,4.0
1989-11-15,German DR,0.0,3.0,0,-3.0
1990-01-24,German DR,0.0,3.0,0,-3.0
1990-01-26,German DR,2.0,1.0,1,1.0
1990-03-28,German DR,3.0,2.0,1,1.0
1990-04-11,German DR,2.0,0.0,1,2.0
1990-04-25,German DR,1.0,0.0,1,1.0
1990-05-13,German DR,3.0,3.0,0,0.0
1990-09-12,German DR,2.0,0.0,1,2.0
2025-06-04,Germany,1.0,2.0,0,-1.0
2025-06-08,Germany,0.0,2.0,0,-2.0
2025-09-04,Germany,0.0,2.0,0,-2.0
2025-09-07,Germany,3.0,1.0,1,2.0
2025-10-10,Germany,4.0,0.0,1,4.0
2025-10-13,Germany,1.0,0.0,1,1.0
2025-11-14,Germany,2.0,0.0,1,2.0
2025-11-17,Germany,6.0,0.0,1,6.0
2026-03-27,Germany,4.0,3.0,1,1.0
2026-03-30,Germany,2.0,1.0,1,1.0
2025-05-28,Ghana,1.0,2.0,0,-1.0
2025-05-31,Ghana,4.0,0.0,1,4.0
2025-09-04,Ghana,1.0,1.0,0,0.0
2025-09-08,Ghana,1.0,0.0,1,1.0
2025-10-08,Ghana,5.0,0.0,1,5.0
2025-10-12,Ghana,1.0,0.0,1,1.0
2025-11-14,Ghana,0.0,2.0,0,-2.0
2025-11-18,Ghana,0.0,1.0,0,-1.0
2026-03-27,Ghana,1.0,5.0,0,-4.0
2026-03-30,Ghana,1.0,2.0,0,-1.0
2025-03-22,Gibraltar,1.0,3.0,0,-2.0
2025-03-25,Gibraltar,0.0,4.0,0,-4.0
2025-06-06,Gibraltar,0.0,7.0,0,-7.0
2025-06-09,Gibraltar,1.0,2.0,0,-1.0
2025-09-04,Gibraltar,0.0,1.0,0,-1.0
